question,question_hi,option_a,option_a_hi,option_b,option_b_hi,option_c,option_c_hi,option_d,option_d_hi,correct_answer,explanation,explanation_hi,subject,subject_hi,topic,topic_hi,difficulty,marks,negative_marks
Which Python collection is mutable and ordered?,कौन सा Python collection mutable और ordered होता है?,Tuple,Tuple,List,List,String,String,Frozen set,Frozen set,B,Python lists are ordered and mutable collections.,Python lists ordered और mutable collections होती हैं।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
What is the output of 10 // 3 in Python?,Python में 10 // 3 का output क्या होगा?,3,3,3.33,3.33,1,1,0,0,A,"// performs floor division, so 10 // 3 gives 3.","// floor division करता है, इसलिए 10 // 3 का परिणाम 3 है।",Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
What is the output of 2 ** 3 in Python?,Python में 2 ** 3 का output क्या होगा?,6,6,8,8,9,9,5,5,B,"** is the exponentiation operator, so 2 raised to 3 is 8.","** exponentiation operator है, इसलिए 2 की power 3 का परिणाम 8 है।",Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
Which OOP concept allows one interface to have different implementations?,कौन सा OOP concept एक interface को अलग-अलग implementations की अनुमति देता है?,Encapsulation,Encapsulation,Polymorphism,Polymorphism,Compilation,Compilation,Iteration,Iteration,B,Polymorphism allows the same interface or operation to behave differently for different objects.,Polymorphism एक ही interface या operation को अलग objects के लिए अलग तरह से behave करने देता है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
Which OOP principle bundles data and methods together?,कौन सा OOP principle data और methods को एक साथ bundle करता है?,Inheritance,Inheritance,Encapsulation,Encapsulation,Recursion,Recursion,Parsing,Parsing,B,Encapsulation combines data and methods and controls access to internal state.,Encapsulation data और methods को combine करता है और internal state तक access नियंत्रित करता है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
What is a compiler?,Compiler क्या है?,A program that translates source code into target code,Source code को target code में translate करने वाला program,A storage device,एक storage device,A network cable,एक network cable,A peripheral device,एक peripheral device,A,A compiler translates source code into target code before execution.,Compiler execution से पहले source code को target code में translate करता है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
Which language is generally interpreted in a browser?,Browser में सामान्यतः कौन सी language interpret होती है?,JavaScript,जावास्क्रिप्ट,C,सी,SQL,एसक्यूएल,Assembly,असेंबली,A,JavaScript is natively executed by modern web browsers.,JavaScript modern web browsers द्वारा natively execute की जाती है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
What is a MAC address?,MAC address क्या है?,A hardware/network interface address,Hardware/network interface का address,A website address,Website address,A database key,Database key,A password,Password,A,A MAC address identifies a network interface at the data-link layer.,MAC address data-link layer पर network interface की पहचान करता है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
Which IP version uses 128-bit addresses?,कौन सा IP version 128-bit addresses का उपयोग करता है?,IPv4,IPv4,IPv5,IPv5,IPv6,IPv6,IPv2,IPv2,C,IPv6 uses 128-bit addresses.,IPv6 128-bit addresses का उपयोग करता है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
What is subnetting?,Subnetting क्या है?,Dividing a network into smaller logical networks,एक network को छोटे logical networks में विभाजित करना,Encrypting a hard disk,Hard disk encrypt करना,Compressing images,Images compress करना,Changing a password,Password बदलना,A,Subnetting divides an IP network into smaller subnets.,Subnetting IP network को छोटे subnets में विभाजित करती है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
What is the purpose of a database index?,Database index का उद्देश्य क्या है?,Speeding up data retrieval,Data retrieval को तेज करना,Increasing duplicate data,Duplicate data बढ़ाना,Encrypting tables automatically,Tables automatically encrypt करना,Deleting records,Records delete करना,A,Indexes can speed up lookups at the cost of additional storage and write overhead.,"Indexes lookup को तेज कर सकते हैं, हालांकि extra storage और write overhead होता है।",Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
Which normal form removes partial dependency?,कौन सी normal form partial dependency को हटाती है?,1NF,1NF,2NF,2NF,3NF,3NF,BCNF only,केवल BCNF,B,Second Normal Form removes partial dependencies on part of a composite key.,Second Normal Form composite key के part पर partial dependencies हटाती है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
Which normal form removes transitive dependency?,कौन सी normal form transitive dependency को हटाती है?,1NF,1NF,2NF,2NF,3NF,3NF,4NF,4NF,C,Third Normal Form removes transitive dependencies of non-key attributes.,Third Normal Form non-key attributes की transitive dependencies हटाती है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
What is a transaction rollback?,Transaction rollback क्या है?,Undoing changes made by an uncommitted transaction,Uncommitted transaction के changes को undo करना,Saving all changes permanently,सभी changes permanently save करना,Creating an index,Index बनाना,Deleting a database,Database delete करना,A,Rollback restores the database state by undoing uncommitted transaction changes.,Rollback uncommitted transaction के changes undo करके database state restore करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
Which protocol is connection-oriented and reliable?,कौन सा protocol connection-oriented और reliable है?,UDP,UDP,TCP,TCP,IP,IP,ARP,ARP,B,"TCP provides connection-oriented, reliable byte-stream delivery.",TCP connection-oriented और reliable byte-stream delivery प्रदान करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
Which protocol is connectionless?,कौन सा protocol connectionless है?,TCP,TCP,UDP,UDP,FTP,FTP,SSH,SSH,B,UDP is a connectionless transport protocol.,UDP एक connectionless transport protocol है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
What is a zero-day vulnerability?,Zero-day vulnerability क्या है?,A vulnerability unknown or without an available fix at the time of exploitation,ऐसी vulnerability जिसके exploit के समय fix उपलब्ध या ज्ञात नहीं होता,A one-day backup,एक दिन का backup,A deleted file,Deleted file,A slow network,Slow network,A,A zero-day vulnerability is exploited before a vendor has had time to provide a fix.,Zero-day vulnerability को vendor के fix देने से पहले exploit किया जा सकता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Hard,1,0.25
What is a race condition?,Race condition क्या है?,A bug where outcome depends on timing of concurrent operations,ऐसा bug जिसमें परिणाम concurrent operations की timing पर निर्भर करता है,A network topology,एक network topology,A type of encryption,एक encryption प्रकार,A sorting method,एक sorting method,A,Race conditions occur when concurrent operations access shared state and timing changes the result.,Race condition में concurrent operations shared state access करती हैं और timing result बदल देती है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Hard,1,0.25
Which deadlock condition means a resource cannot be forcibly taken from a process?,कौन सी deadlock condition का अर्थ है कि resource को process से forcefully नहीं लिया जा सकता?,Mutual exclusion,Mutual exclusion,Hold and wait,Hold and wait,No preemption,No preemption,Circular wait,Circular wait,C,No preemption means resources cannot be forcibly removed from a process.,No preemption का अर्थ है कि resources को process से forcefully नहीं छीना जा सकता।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Hard,1,0.25
What is Belady's anomaly associated with?,Belady's anomaly किससे संबंधित है?,FIFO page replacement,FIFO page replacement,LRU page replacement,LRU page replacement,Binary search,Binary search,Round Robin,Round Robin,A,Belady's anomaly can cause more page faults when more frames are allocated under FIFO.,FIFO में अधिक frames देने पर भी page faults बढ़ सकते हैं; इसे Belady's anomaly कहते हैं।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Hard,1,0.25
Which scheduling algorithm can cause starvation if priorities are not managed?,यदि priorities manage न हों तो कौन सा scheduling algorithm starvation कर सकता है?,Priority scheduling,Priority scheduling,Round Robin,Round Robin,FCFS,FCFS,FIFO,FIFO,A,Low-priority processes may wait indefinitely under priority scheduling.,Priority scheduling में low-priority processes बहुत लंबे समय तक wait कर सकते हैं।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Hard,1,0.25
Which data structure is typically used to implement a priority queue efficiently?,Priority queue को efficiently implement करने के लिए सामान्यतः कौन सी data structure प्रयोग होती है?,Heap,Heap,Stack,Stack,Linked list only,केवल linked list,Graph,Graph,A,A binary heap supports efficient insertion and removal of the highest/lowest priority element.,Binary heap priority element की efficient insertion और removal support करता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Hard,1,0.25
What is the worst-case time complexity of quicksort?,Quicksort की worst-case time complexity क्या है?,O(log n),O(log n),O(n),O(n),O(n log n),O(n log n),O(n²),O(n²),D,Poor pivot choices can produce O(n²) worst-case behavior.,खराब pivot selection से quicksort की worst-case complexity O(n²) हो सकती है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Hard,1,0.25
What is the worst-case time complexity of merge sort?,Merge sort की worst-case time complexity क्या है?,O(n²),O(n²),O(n log n),O(n log n),O(log n),O(log n),O(n),O(n),B,Merge sort has O(n log n) time complexity in the worst case.,Merge sort की worst-case time complexity O(n log n) होती है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Hard,1,0.25
Which graph algorithm finds shortest paths from a source with non-negative edge weights?,Non-negative edge weights वाले graph में source से shortest paths खोजने वाला algorithm कौन सा है?,Dijkstra's algorithm,Dijkstra algorithm,Kruskal's algorithm,Kruskal algorithm,Prim's algorithm,Prim algorithm,DFS,DFS,A,Dijkstra's algorithm computes shortest paths from a source when edge weights are non-negative.,Dijkstra algorithm non-negative edge weights होने पर source से shortest paths निकालता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Hard,1,0.25
Which algorithm finds a minimum spanning tree by repeatedly selecting the lightest edge that does not form a cycle?,Minimum spanning tree के लिए cycle न बनाने वाली lightest edge चुनने वाला algorithm कौन सा है?,Dijkstra,Dijkstra,Kruskal,Kruskal,BFS,BFS,Bellman-Ford,Bellman-Ford,B,Kruskal's algorithm builds an MST by selecting edges in increasing weight while avoiding cycles.,Kruskal algorithm बढ़ते weight में edges चुनकर और cycles से बचते हुए MST बनाता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Hard,1,0.25
Which algorithm can handle negative edge weights and detect negative cycles reachable from the source?,कौन सा algorithm negative edge weights handle कर सकता है और reachable negative cycles detect कर सकता है?,Dijkstra,Dijkstra,Bellman-Ford,Bellman-Ford,Prim,Prim,Binary search,Binary search,B,Bellman-Ford handles negative edges and can detect reachable negative-weight cycles.,Bellman-Ford negative edges handle करता है और reachable negative-weight cycles detect कर सकता है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Hard,1,0.25
What is the time complexity of building a binary heap from an unsorted array using bottom-up heapify?,Unsorted array से bottom-up heapify द्वारा binary heap बनाने की time complexity क्या है?,O(n),O(n),O(n log n),O(n log n),O(log n),O(log n),O(n²),O(n²),A,Bottom-up heap construction takes linear O(n) time.,Bottom-up heap construction की complexity linear O(n) होती है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Hard,1,0.25
Which normal form deals with multivalued dependencies?,कौन सी normal form multivalued dependencies से संबंधित है?,2NF,2NF,3NF,3NF,4NF,4NF,BCNF,BCNF,C,Fourth Normal Form addresses nontrivial multivalued dependencies.,Fourth Normal Form nontrivial multivalued dependencies को address करती है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Hard,1,0.25
What does database serializability ensure?,Database serializability क्या सुनिश्चित करती है?,Concurrent execution is equivalent to some serial execution,Concurrent execution किसी serial execution के equivalent हो,All transactions are always faster,सभी transactions हमेशा तेज हों,No transaction can fail,कोई transaction fail न हो,All data is duplicated,सारा data duplicate हो,A,Serializability ensures a concurrent schedule has an effect equivalent to a serial schedule.,Serializability सुनिश्चित करती है कि concurrent schedule का effect किसी serial schedule के equivalent हो।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Hard,1,0.25
Which isolation level prevents dirty reads but may allow non-repeatable reads?,कौन सा isolation level dirty reads रोकता है लेकिन non-repeatable reads की अनुमति दे सकता है?,Read Uncommitted,Read Uncommitted,Read Committed,Read Committed,Serializable,Serializable,None,कोई नहीं,B,Read Committed prevents reading uncommitted changes but allows committed data to change between reads.,"Read Committed uncommitted changes पढ़ने से रोकता है, लेकिन दो reads के बीच committed data बदल सकता है।",Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Hard,1,0.25
