"question","question_hi","option_a","option_a_hi","option_b","option_b_hi","option_c","option_c_hi","option_d","option_d_hi","correct_answer","explanation","explanation_hi","subject","subject_hi","topic","topic_hi","difficulty","marks","negative_marks"
"Which range is bounded by the Central Highlands on the south and the Aravalis on the northwest?","कौन सी पर्वत श्रेणी दक्षिण में केंद्रीय पहाड़ी क्षेत्रों तथा उत्तर-पश्चिम में अरावली से घिरा है?","Vindhya","विंध्य","Karakoram","'काराकोरम","Shevaroy","शैवारॉय","Satpura","सतपुड़ा","A","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Which state in India is the largest producer of natural rubber?","भारत में कौन से राज्य प्राकृतिक रबर का सबसे बड़ा उत्पादक है?","Karnataka","कर्नाटक","Kerala","कैरल","Andhra Pradesh","आंध्र प्रदेश","Arunanchal Pradesh","अरुणाचल प्रदेश","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Around the arrival of monsoon, the normal rainfall increases suddenly and continues constantly for several days. This is known as the ______ of the monsoon.","मानसून के आगमन के दौरान, सामान्य वर्षा अचा- रहती है। यह मानसून के के रूप में जाना जाता है।","Closure","समापन","Hit","प्रहार","Burst","विस्फोट","Peak","शिखर","C","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"What is the simple interest (in Rs) on a sum of Rs 7200 at the rate of 12% per annum for 3 years?","7200 रु की राशि पर 12% की वार्षिक दर से 3 वर्षों का साधारण ब्याज (रु में) क्या है?","2592","2592","2612","2612","2712","2712","2482","2482","A","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Rough surfaces have ______.","असमतल Be पर होता है।","high friction","अधिक घर्षण","very low friction","बहुत कम घर्षण","no friction","कोई घर्षण नहीं","No option is correct","कोई भी विकल्प सही नहीं है","A","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"If cells are kept in some solution and the net result is that the cell swells up, then the solution is ______.","यदि कोशिका को किसी विलियन में रखा जाता है तथा निवल प्रभाव यह है कि कोशिका फूलने लगती है, तब वह विलयन_ है।","hypertonic solution","हाइपरटोनिक विल्यन","isotonic solution","आइसोटोनिक विलयन","hypotonic solution","हाइपोटोनिक विलयन","acidic solution","अम्लीय विलयन","C","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"The unique ability of carbon to form bonds with other atoms of carbon is called as ________.","कार्बन के अन्य परमाणुओं के साथ आबंध बनाने के लिए कार्बन की अद्वितीय क्षमता को ___ कहते हैं।","Ionization","आवनीकरण","Catenation","श्रृंखलन","Acidiﬁcation","आम्लीकरण","No option is correct","कोई भी विकल्प सही नहीं है","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Under which programme the Union Government has announced to build 83,677 km of infrastructure projects?","किस कार्यक्रम के तहत केंद्र सरकार ने 83,677 कि की घोषणा की है?","Sagar Ratna Pariyojana","सागर रत्ना परियोजना","Bharat Mala Pariyojana","भारत माला परियोजना","Amrit Dhara Pariyojana","अमृत धारा परियोजना","Swarna Ratna Pariyojana","स्वर्ण रत्ना परियोजना","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"United States Food and Drug Administration (FDA) has approved which test for detecting Zika virus in donated blood?","संयुक्त राज्य खाद्य एवं औषधि प्रशासन (एफडीए) ने दान किए गए रक्त में ज़िका वायरस का पता लगाने के लिए कौन सी जाँच को मंजूरी दी है?","Roche test","रोश टेस्ट","Cobas test","कोबा टेस्ट","Trioplex test","ट्रिओप्लेक्स टेस्ट","Elisa test","'एलिसा टेस्ट","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Which state will host the 36th National Games of India?","कौन सा राज्य भारत के 38 वें राष्ट्रीय खेलों की मेजबानी करेगा?","Assam","असम","Goa","गोवा","Jharkhand","झारखंड","Kerala","कैरल","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Which operation was launched by the Union Ministry of External Aﬀairs on 14 September 2017 in Bangladesh to help Rohingya refugees?","14 सितंबर, 2017 को केंद्रीय विदेश मंत्रालय ने बांग्लादेश में रोहिंग्या शरणार्थियों की सहायता के लिए किस अभियान का लोकार्पण किया था?","Sahayata","सहायता","Sadbhavana","सद्भावना","Rahat","राहत","Insaniyat","इंसानियत","D","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Who has been awarded with the prestigious Jnanpith Award 2017?","2017 के, प्रतिष्ठित ज्ञानपीठ पुरस्कार से किसे नवाज़ा गया है?","Krishna Sobti","कृष्णा सोबती","Namwar Singh","नामवार सिंह","Ginshwar Mishra","गिन्शवार मिश्रा","Harish Trivedi","हरीश त्रिवेदी","A","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"The International Monetary Fund (IMF) in its October World Economic Outlook (WEO) has lowered India’s economic growth forecast at ______ in 2017.","अपने अक्टूबर विश्व आर्थिक आउटलुक (डब्ल्यूओ) ने 2017 में भारत की आर्थिक वृद्धि का पूर्वानुमान तक कम कर दिया है।","0.071","0.071","0.074","0.074","0.067","0.067","0.054","0.054","C","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"India and Italy have signed how many MoUs to boost important sectors including energy, trade and railways on 30 th October, 2017?","30 अक्टूबर, 2017 को ऊर्जा, व्यापार और रेलवे सहित महत्वपूर्ण क्षेत्रों को बढ़ावा देने के लिए भारत और इटली ने कितने समझौते ज्ञापनों पर हस्ताक्षर किए हैं?","3","3","5","5","6","6","9","9","C","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Which is a campaign launched on sidelines of two day conference on ""sustainable landscape and forest ecosystems : Theory of Practice"" in New Delhi?","कौन सा अभियान नई दिल्ली में ""सतत परिदृश्य तथा वन पारिस्थितिकी तंत्र: अभ्यास का सिद्धांत"" पर दो दिवसीय सम्मेलन के अवसर पर आरंभ किया गया है?","Forest Plus","Re प्लस","Carbon Footprint","कार्बन wale","Forests are Life","फोरेस्ट आर लाइफ","Wood is Good","बुड इज गुड @ lesisook com","D","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Who has been appointed as the new chairman of World Business Council for Sustainable Development?","संधारणीय विकास के लिए विश्व व्यापार परिषद के नए अध्यक्ष के रूप में किसे नियुक्त किया गया है?","Francois Hollande","फ्रांकोइस होलांदे","Sunny Verghese","सनी वर्गीज","Matteo Renzi","मत्तेयों रैनजी","Lewis Hamilton","लुईस हैमिल्टन","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"The basic operations performed by a computer are___.","कंप्यूटर द्वारा संपादित मौलिक कार्य वया है?","Arithmetic operation","अंकगणितीय कार्य","Logical operation","लॉजिकल कार्य","Storage and relative","संचयन और सापेक्षिक","All options are correct","सभी विकल्प सही हैं","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which type of computers uses the 8-bit code called EBCDIC?","किस प्रकार के कंप्यूटर EBCDIC नामक 8-बिट के कोड का उपयोग करते हैं?","Minicomputers","मिनीकंप्युटर","Microcomputers","माइक्रोकंप्यूटर","Mainframe computers","मैनफ्रेम कंप्यूटर","Supercomputer","सुपरकंप्यूटर","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which electronic component was made out of semiconductor material?","सेमीकंडक्टर सामग्री से कौन-सा इलेक्ट्रॉनिक घटक बना होता है?","Vacuum tubes","वैक्यूम ट्यूब","Transistors","ट्रांजिस्टर","ICs","","All options are correct","सभी विकल्प सही हैं","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The amount of time required to read a block of data from a disk into memory is composed of seek time, rotational latency, and transfer time. Rotational latency refers to","डिस्क से मेमोरी में डेटा के एक ब्लॉक को पढ़ने के लिए आवश्यक समय में सीक टाइम, आवर्ती लेटेंसी और ट्रान्सफर टाइम सम्मिलित होता है| आवर्ती लेटेंसी का क्या तात्पर्य है?","the time its takes for the platter to make a full rotation","प्लैटर को एक पूर्ण घूर्णन करने में लगने वाला समय","the time it takes for the read-write head to move into position over the appropriate track","सटीक ट्रैक में रीड-राईट हेड को सही स्थिति में लाने हेतु लगने वाला समय","the time it takes for the platter to rotate the correct sector under the head","�लैटर को सट�क से�टर को हेड के नीचे लाने के �लए लगने वाला समय","None of these","इनमे से कोई नहीं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The idea of cache memory is based on___.","कैश मेमोरी की अवधारणा किस पर आधारित है?","on the property of locality of reference","लोके�लट� ऑफ़ �रफरे�स के गुण पर","on the heuristic 90-10 rule","अनुमानी 90-10 & नियम पर","on the fact that references generally tend to cluster","इस बात पर �क साधारणतः �रफरे�स सामू�हक होते ह�","All options are correct","सभी विकल्प सही हैं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Write Through technique is used in which memory for updating the data?","किस मेमोरी में डेटा को अपडेट करने के लिए राईट भ्रू तकनीक का उपयोग किया जाता है?","Virtual memory","वर्चुअल मेमोरी","Main memory","मुख्य मेमोरी","Auxiliary memory","सहायक मेमोरी","Cache memory","कैश मेमोरी","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"When CPU is executing a Program that is part of the Operating System, it is said to be in","जब CPU ऑपरेटिंग सिस्टम के किसी प्रौग्राम को एग्जीक्यूट करता है, तो वह किस मोड में होता है-","Interrupt mode","इंटरप्ट मोड","System mode","सिस्टम मोड","Half mode","हाफ मोड","Simplex mode","सिम्पलेक्स मोड","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A ﬂoating point number that has a O in the MSB of mantissa is said to have","'का संकेत देता है? 'एक फ्लोटिंग पॉइंट नंबर के अपूर्णाँश का 1158 0 होने पर यह क्या","Overﬂow","ओवरफ्लो","Underﬂow","अंडरफ्लो","Important number","महत्वपूर्ण संख्या","Undeﬁned","अनिर्धारित","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"The load instruction is mostly used to designate a transfer from memory to a processor register known as","मैमोरी से किस प्रोसेसर रजिस्टर में ट्रान्सफर करने के लिए अधिकतर लोड इंस्ट्रक्शन का इस्तेमाल किया जाता है?","Accumulator","एव्युम्युलेटर","Instruction Register","इंस्ट्रक्शन रजिस्टर","Program counter","प्रोग्राम काउंटर","Memory address Register","मैमोरी एड्रेस रजिस्टर","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Microinstructions are stored in control memory groups, with each group specifying a","माइक्रोइंस्ट्रक्शंस को कंट्रोल मेमोरी ग्रुप में संग्रहित किया जाता है, जिसमें प्रत्येक ग्रुप-","Routine","�ट�न को �न�द�� करता है","Subroutine","सब�ट�न को �न�द�� करता है","Vector","बैक्टर को निर्दिष्ट करता है","Address","ea को निर्दिष्ट करता है","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is the content of Stack Pointer (SP)?","स्टैक पॉइंटर (SP) का कंटेंट क्या होता है?","Address of the current instruction","वर्तमान इंस्ट्रक्शन oS","Address of the next instruction","अगले इं���शन का ए�ेस","Address of the top element of the stack","स्टैक के शीर्ष एलिमेंट का एड़ेस","Size of the stack.","स्टैक का आकार","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What type of work as computers are client computers (most of the time) in a client-server system?","क्लाइंट-सर्वर सिस्टम में (अधिकतर समय) किस प्रकार के कंप्यूटर क्लाइंट कंप्यूटर के रूप में कार्य करते हैं?","Mainframe","मैनफ्रेम","Mini-computer","मिनी-कंप्युटर","Microcomputer","माइक्रोकंप्यूटर","PDA","","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What characteristic of read-only memory (ROM) makes it useful?","रीड-ओनली मेमोरी (ROM) का कौन-सा विशिष्ट लक्षण इसे है?","ROM information can be easily updated.","ROM जानकारी को सहजता से अपडेट किया जा सकता है|","Data in ROM is non-volatile, that is, it remains there even without electrical power.","ROM का डेटा मिटाया नहीं जा सकता, अर्थात यह इलेक्ट्रिक पॉवर के बिना भी बना रहता है|","ROM provides very large amounts of inexpensive data storage.","ROM बहुत अधिक मात्रा में सस्ता डेटा स्टोरेज प्रदान करता है|","ROM chips are easily swapped between diﬀerent brands of computers.","ROM �च�स को �व�भ� �ांड्स के कं�यूटर� म� सहजता से �वैप �कया जा सकता है|","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"In analog computer","एनालॉग कंप्यूटर में-","Input is ﬁrst converted to digital form","इनपुट को पहले �ड�जटल �प म� क�वट� �कया जाता है","Input is never converted to digital form","इनपुट को कभी भी �ड�जटल �प म� क�वट� नह� �कया जाता","Output is displayed in digital form","आउटपुट को डिजिटल रूप में प्रदर्शित किया जाता है","All options are correct","सभी विकल्प सही हैं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"___________ is an OOP principle.","एक OOP सिद्धांत है|","Structured programming","स्ट्रक्चर्ड प्रोग्रामिंग","Procedural programming","प्रोसीज़रल प्रोग्रामिंग","Inheritance","इनहैरिटेंस","Linking","लिंकिंग","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is the subnetwork number of a host with an IP address of 172.16.66.0/21?","होस्ट जिसका IP पता 172.16.66.0/21 है उसका सबनेटवर्क नंबर क्या है?","172.16.36.0","172.16.36.0","172.16.48.0","172.16.48.0","172.16.64.0","172.16.64.0","172.16.0.0","172.16.0.0","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Controlling access to a network by analyzing the incoming and outgoing packets is called","इनकमिंग और आउटगोइंग पैकेट का विश्लेषण करके नेटवर्क तक पहुँच को नियंत्रित करना कहलाता है","IP Filtering","IP फ़िल्टरिंग","Data Filtering","डेटा फ़िल्टरिंग","Packet Filtering","पैकेट फ़िल्टरिंग","Firewall Filtering","फ़ायरवॉल फ़िल्टरिंग","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"DNS is the abbreviation of","डीएनएस का संक्षिप्त नाम है","Dynamic Name System","डायनेमिक नेम सिस्टम","Dynamic Network System","डायनेमिक नेटवर्क सिस्टम","Domain Name System","डोमेन नेम �स�टम","Domain Network Service","डोमेन नेटवर्क सर्विस","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What does Router do in a network?","नेटवर्क में राउटर का or कार्य होता है?","Forwards a packet to all outgoing links","सभी आउटगोइंग लिंक्स पर पैकेट को अग्रेषित करता है","Forwards a packet to the next free outgoing link","अगले मुक्त आउटगोइंग लिंक पर पैकेट को अग्रेषित करता है","Determines on which outing link a packet is to be forwarded","�नधा��रत करता है �क �कस आउ�ट�ग �ल�क पर पैकेट को अ�े�षत �कया जाना है","Forwards a packet to all outgoing links except the originated link","उ�प� करने वाले �ल�क के �सवाय पैकेट को सभी आउटगोइंग �ल�क पर अ�े�षत करता है","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Routing tables of a router keeps track of","राउटर की रूटिंग तालिका किसका ट्रैक रखती है","MAC Address Assignments","MAC पता निर्दिष्टीकरण","Port Assignments to network devices","नेटवर्क डिवाइसेस को पोर्ट निर्दिष्ठीकरण","Distribute IP address to network devices","नेटवर्क डिवाइसेस को 1? पता वितरित करना","Routes to use for forwarding data to its destination","डेटा को उसके गंत� तक अ�े�षत करने के �लए उपयोग �कए जाने वाले माग�","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What does the port number in a TCP connection specify?","Tep कनेवशन में पोर्ट नंबर क्या निर्दिष्ट करता है?","It speciﬁes the communication process on the two end systems","यह दो अंत सिस्टम पर संचार प्रक्रिया निर्दिष्ट करता है","It speciﬁes the quality of the data & connection","यह डेटा और कनेवशन की गुणवत्ता निर्दिष्ट करता है","It speciﬁes the size of data","यह डेटा का आकार �न�द�� करता है","All options are correct","सभी �वक�प सही ह�","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which is true to change the text color to red?","निम्न में से कौन पाठ के रंग को लाल रंग में बदलने के लिए सही है?","<BODY BGCOLOR=RED>","","<BODY TEXT=RED>","","<BODY COLOR=RED>","","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Choose the correct HTML code to create an email link?","ईमैल लिंक बनाने के लिए सही HTML कोड चुनें?","<A HREF = “user1@business.com”></A>","","<A HREF = “mailto:“user1@business.com”></A>","","<MAIL>“user1@business.com </MAIL>","","<A MAILHREF = “user1@business.com”></A>","","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which topology is used in Ethernet?","ईथरनेट में किस टोपोलॉजी का उपयोग किया जाता है?","Bus Topology","बस टोपोलॉजी","Ring Topology","रिंग टोपोलॉजी","Tree Topology","ड्री टोपोलॉजी","Mesh Topology","मैश टोपोलॉजी","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Ethernet is a standard for","इथरनेट निम्न में से किसका एक मानक है","LAN","","MAN","","WAN","","All options are correct","सभी विकल्प सही हैं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is a compiler?","कंपाइलर क्‍या है?","A compiler does a conversion line by line as the program is run","कम्पाइलर प्रोग्राम के रन होने पर पंक्ति दर पंक्ति रूपांतरण करता है","A compiler converts the whole of a high-level program code into machine code in one step","कम्पाइलर एक चरण में हाई-लेवल प्रोग्राम के पूरे कोड को मशीन कोड में परिवर्तित करता है","A compiler is a general-purpose language providing very eﬃcient execution","कम्पाइलर एक सामान्य-उपयोग भाषा है जो बहुत प्रभावशाली निष्पादन प्रदान करता है","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is a web browser?","वेब ब्राउज़र क्या है?","a program that can display a web page","एक �ो�ाम जो वेब पृ� �द�श�त कर सकता है","a program used to view html documents","एक प्रोग्राम जिसका उपयोग html दस्तावेज़ों को देखने के लिए किया जाता है","it enables user to access the resources of internet","यह उपयोगकता� को इंटरनेट के संसाधन� तक प�ँच �ा�त करने म� स�म बनाता है","All options are correct","सभी विकल्प सही हैं","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is the latest version of CSS available?","निम्न में से कौन ८55 का नवीनतम संस्करण है?","CSS2","","CSS3","","CSS3.1","","CSS4","","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"How many layers are present in the TCP/IP Reference model?","TCP/IP Reber मॉडल में कितनी लेयर होती हैं?","6","6","7","7","5","5","4","4","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A top-to-bottom relationship among the items in a database is established by a","डेटाबेस में आइटम के बीच टॉप-टू-बॉटम संबंध किसके द्वारा स्थापित किया जाता है","Hierarchical schema","पदानु��मत �क�मा","Network schema","नेटवर्क स्कीमा","Relational schema","रिलेशनल स्कीमा","All options are correct","सभी �वक�प सही ह�","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of these is not a database object?","इनमें से कौन डेटाबेस ऑब्जेक्ट नहीं है?","Index","अनुक्रमणिका","Sequence","अनुक्रम","Cursor","कर्सर","Trigger","fre","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Data items grouped together for storage purposes are called a:","संग्रहण उद्देश्यों के लिए एक साथ समूहीकृत किए गए डेटा आइटम्स को कहा जाता हैः","Record","रिकॉर्ड","Title","शीर्षक","List","सूची","String","fer","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A set of objects that share a common structure and a common behaviour is called:","ऑब्जेक्ट का सेट जो समान संरचना और समान व्यवहार का साझा करता है उसे कहा जाता है:","Object","ऑब्जेक्ट","Class","वर्ग","Entity","एंटीटी","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following is an example of network database?","निम्न में से कौन नेटवर्क डेटाबेस का एक उदाहरण है;","IDBS","","Ingress","इंग्रेस","Oracle","","DBMS","","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"What is used for database security?","डेटाबेस सुरक्षा के लिए किसका उपयोग किया जाता है?","data encryption","डेटा एन्क्रिप्शन","a view","एक �ू","ﬁnger print","फ़िंगरप्रिंट","All options are correct","सभी विकल्प सही हैं","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following is not a proper state of transaction?","निम्न में से कौन लेनदेन की उचित स्थिति नहीं है?","Partially aborted","आंशिक रूप से निरस्त","Partially committed","आंशिक रूप से कमिट","Aborted","निरस्त किया गया","Committed","कमिट किया गया","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Assume transaction A holds a share lock R. If a transaction B also requests for a shared lock on R.","मान लीजिए कि लेनदेन A में शैयर लॉक ४ है। यदि लेनदेन 8 LR पर साझा लॉक के लिए अनुरोध करता है।","it will result in a deadlock situation.","इसके कारण ग�तरोध ��थ�त उ�प� हो जाएगी।","it will immediately be granted.","इसे तुरंत अनुमत किया जाएगा।","it will immediately be rejected.","इसे तुरंत अ�वीकृत �कया जाएगा।","it will be granted as soon as it is released by A.","A �ारा �रलीज़ �कए जाने के तुरंत बाद इसे अनुमत �कया जाएगा।","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which command is used to remove all rows from a table?","तालिका से सभी पंक्तियों को निकालने के लिए किस कमांड का उपयोग किया जाता है?","Delete","हटाएँ.","Remove","निकालें","Truncate","छोटा करें","Both 'Delete' and 'Remove'","हटाएँ' और 'निकालें' दोनों","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which command is used to add a column to an existing table?","मौजूदा तालिका में स्तंभ जोडने के लिए किस कमांड","Create","बनाएँ","Update","अद्यतन करें","Alter","परिवर्तित करें","None of these","इनमे से कोई नहीं","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"In a relational database, a referential integrity constraint can be speciﬁed with the help of:","रिलेक्षल डेटाबेस में, संदर्भित अखंडता अवरोध को किसकी सहायता से निर्दिष्ट किया जा सकता हैः","primary key","�ाथ�मक कुंजी","foreign key","डाहरी sit","secondary key","द्वितीयक कुंजी","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Key to represent the relationship between tables is called","तालिकाओं के बीच संबंध का प्रतिनिधित्व करने वाली कुंजी कहलाती है","Primary Key","�ाथ�मक कुंजी","Secondary Key","द्वितीयक कुंजी","Foreign Key","डाहरी sit","None of these","इनमे से कोई नहीं","C","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"A DBMS that combines a DBMS and an application generator is ________.","DBMS जो DBMS और एप्लिकेशन प्रबंधक को संयोजित करता है ___ कहलाता है।","Microsoft's SQL Server","","Microsoft's Access","","IBM's DB2","","Oracle Corporation's Oracle","","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Find the SQL statement below that is equal to the following: SELECT NAME FROM CUSTOMER WHERE STATE = 'VA';","नीचे से वह SOL कथन ढूँढें जो निम्नलिखित के बराबर हो: SELECT NAME FROM CUSTOMER WHERE STATE = 'VA',","SELECT NAME IN CUSTOMER WHERE STATE IN ('VA');","","SELECT NAME IN CUSTOMER WHERE STATE = 'VA';","","SELECT NAME IN CUSTOMER WHERE STATE = 'V';","","SELECT NAME FROM CUSTOMER WHERE STATE IN ('VA');","","D","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of the following is true concerning an Object-Oriented Databases (ODBMS)?","ऑब्जेक्ट-ओरिएंटेड डेटाबेस (ODBMS) के संदर्भ में निम्नलिखित में कौन सा विकल्प सही है?","They have the ability to store complex data types on the Web","उनम� ज�टल डेटा �कार� को वेब पर सं�हीत करने क� �मता होती है","They are overtaking RDBMS for all applications","ये सभी एप्लिकेशन के लिए RDBMS को ओवरटेक कर","They are most useful for traditional, two-dimensional database table applications","ये पारंपरिक दो-विमिय डेटाबेस तालिका एप्लिकेशन:","All options are correct","सभी �वक�प सही ह�","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"Which of these is not applicable for IP protocol?","निम्नलिखित में से कौन 17 प्रोटोकॉल के लिए लागू नहीं होता है?","is connectionless","कने�शन र�हत है","oﬀer reliable service","�व�सनीय सेवा �दान करता है","oﬀer unreliable service","अ�व�सनीय सेवा �दान करता है","None of these","इनमे से कोई नहीं","B","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"In contiguous allocation :","'एक दूसरे के आसपास के आवंटन में:","each ﬁle must occupy a set of contiguous blocks on the disk","प्रत्येक फ़ाइल को डिस्क पर सतंत ब्लॉक्स के सेट को ग्रहण करना चाहिए","each ﬁle is a linked list of disk blocks","प्रत्येक फ़ाइल डिस्क ब्लॉक्स की एक लिंक की गई सूची है","all the pointers to scattered blocks are placed together in one location","�बखरे �ए �लॉक के सभी �वॉइंटर को एक �थान पर एकसाथ रखा जाता है","None of these","इनमें से कोई नहीं","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
"One diﬃculty of contiguous allocation is:","आसपास के आवंटन मैं एक मुश्किल होती है, वह हैः","ﬁnding space for a new ﬁle","नई फ़ाइल के लिए स्थान खोजना","ineﬃcient","अप्रभावी","costly","महंगा","time taking","समय लगता है","A","","","Computer Science & Information Technology","कंप्यूटर विज्ञान एवं सूचना प्रौद्योगिकी","","","","1","0.25"
