question,question_hi,option_a,option_a_hi,option_b,option_b_hi,option_c,option_c_hi,option_d,option_d_hi,correct_answer,explanation,explanation_hi,subject,subject_hi,topic,topic_hi,difficulty,marks,negative_marks
Which language is used to query a relational database?,एक रिलेशनल डेटाबेस को क्वेरी करने के लिए किस भाषा का उपयोग किया जाता है?,HTML,HTML,SQL,SQL,Python,Python,Java,Java,B,SQL (Structured Query Language) is used to query and manage relational databases.,SQL (Structured Query Language) का उपयोग रिलेशनल डेटाबेस को क्वेरी और प्रबंधित करने के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,Database,डेटाबेस,Easy,1,0.25
What is a primary key in a database?,डेटाबेस में प्राइमरी की क्या है?,A key that uniquely identifies each record in a table,एक कुंजी जो तालिका में प्रत्येक रिकॉर्ड की विशिष्ट पहचान करती है,A key used to encrypt data,डेटा एन्क्रिप्ट करने के लिए उपयोग की जाने वाली कुंजी,A key used to delete data,डेटा हटाने के लिए उपयोग की जाने वाली कुंजी,A backup key,एक बैकअप कुंजी,A,A primary key uniquely identifies each record in a database table.,एक प्राइमरी की डेटाबेस तालिका में प्रत्येक रिकॉर्ड की विशिष्ट पहचान करती है.,Computer Science,कंप्यूटर विज्ञान,Database,डेटाबेस,Medium,1,0.25
Which SQL command is used to retrieve data from a database?,डेटाबेस से डेटा प्राप्त करने के लिए किस SQL कमांड का उपयोग किया जाता है?,INSERT,INSERT,UPDATE,UPDATE,SELECT,SELECT,DELETE,DELETE,C,The SELECT command is used to retrieve data from a database table.,SELECT कमांड का उपयोग डेटाबेस तालिका से डेटा प्राप्त करने के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,Database,डेटाबेस,Easy,1,0.25
Which SQL command is used to add new records to a table?,किसी तालिका में नए रिकॉर्ड जोड़ने के लिए किस SQL कमांड का उपयोग किया जाता है?,SELECT,SELECT,INSERT,INSERT,UPDATE,UPDATE,DELETE,DELETE,B,The INSERT command is used to add new records into a database table.,INSERT कमांड का उपयोग डेटाबेस तालिका में नए रिकॉर्ड जोड़ने के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,Database,डेटाबेस,Easy,1,0.25
What is normalization in a database?,डेटाबेस में सामान्यीकरण (नॉर्मलाइजेशन) क्या है?,The process of organizing data to reduce redundancy,डुप्लिकेट डेटा को कम करने के लिए डेटा को व्यवस्थित करने की प्रक्रिया,The process of deleting a database,डेटाबेस को हटाने की प्रक्रिया,The process of encrypting data,डेटा को एन्क्रिप्ट करने की प्रक्रिया,The process of backing up data,डेटा का बैकअप लेने की प्रक्रिया,A,Normalization is the process of organizing data in a database to reduce redundancy and improve integrity.,सामान्यीकरण डेटाबेस में डेटा को व्यवस्थित करने की प्रक्रिया है ताकि डुप्लिकेट को कम किया जा सके और अखंडता में सुधार हो.,Computer Science,कंप्यूटर विज्ञान,Database,डेटाबेस,Hard,1,0.25
Which of the following is an example of a DBMS software?,निम्नलिखित में से कौन सा DBMS सॉफ्टवेयर का उदाहरण है?,MySQL,MySQL,MS Word,MS Word,Photoshop,Photoshop,VLC Media Player,VLC Media Player,A,MySQL is a popular open-source relational database management system.,MySQL एक लोकप्रिय ओपन-सोर्स रिलेशनल डेटाबेस प्रबंधन प्रणाली है.,Computer Science,कंप्यूटर विज्ञान,Database,डेटाबेस,Easy,1,0.25
What does SQL stand for?,SQL का पूर्ण रूप क्या है?,Structured Query Language,Structured Query Language,Structured Question Language,Structured Question Language,Sequential Query Language,Sequential Query Language,Simple Query Language,Simple Query Language,A,"SQL stands for Structured Query Language, used for managing relational databases.","SQL का अर्थ है Structured Query Language, जिसका उपयोग रिलेशनल डेटाबेस के प्रबंधन के लिए किया जाता है.",Computer Science,कंप्यूटर विज्ञान,Database,डेटाबेस,Easy,1,0.25
Which of the following file extensions is used for a Microsoft Word document?,निम्नलिखित में से कौन सा फ़ाइल एक्सटेंशन Microsoft Word दस्तावेज़ के लिए उपयोग किया जाता है?,.xlsx,.xlsx,.docx,.docx,.pptx,.pptx,.pdf,.pdf,B,The .docx extension is used for Microsoft Word documents.,.docx एक्सटेंशन का उपयोग Microsoft Word दस्तावेज़ों के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
Which key is used to save a document in MS Word?,MS Word में दस्तावेज़ सहेजने के लिए किस कुंजी का उपयोग किया जाता है?,Ctrl+P,Ctrl+P,Ctrl+S,Ctrl+S,Ctrl+C,Ctrl+C,Ctrl+V,Ctrl+V,B,Ctrl+S is the keyboard shortcut used to save a document in MS Word.,"Ctrl+S, MS Word में दस्तावेज़ सहेजने के लिए उपयोग किया जाने वाला कीबोर्ड शॉर्टकट है.",Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
Which MS Office application is primarily used for creating spreadsheets?,कौन सा MS Office एप्लिकेशन मुख्य रूप से स्प्रेडशीट बनाने के लिए उपयोग किया जाता है?,MS Word,MS Word,MS Excel,MS Excel,MS PowerPoint,MS PowerPoint,MS Access,MS Access,B,MS Excel is used for creating and managing spreadsheets.,MS Excel का उपयोग स्प्रेडशीट बनाने और प्रबंधित करने के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
"In MS Excel, what symbol is used to start a formula?","MS Excel में, फॉर्मूला शुरू करने के लिए किस प्रतीक का उपयोग किया जाता है?",@,@,#,#,=,=,$,$,C,"In MS Excel, formulas begin with the equals sign (=).","MS Excel में, फॉर्मूला बराबर के चिह्न (=) से शुरू होता है.",Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
Which shortcut key is used to copy selected text?,चयनित टेक्स्ट को कॉपी करने के लिए किस शॉर्टकट कुंजी का उपयोग किया जाता है?,Ctrl+X,Ctrl+X,Ctrl+C,Ctrl+C,Ctrl+V,Ctrl+V,Ctrl+Z,Ctrl+Z,B,Ctrl+C is the shortcut used to copy selected text or items.,"Ctrl+C, चयनित टेक्स्ट या आइटम को कॉपी करने के लिए उपयोग किया जाने वाला शॉर्टकट है.",Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
Which MS Office application is used to create presentations?,प्रस्तुतियाँ बनाने के लिए किस MS Office एप्लिकेशन का उपयोग किया जाता है?,MS Word,MS Word,MS Excel,MS Excel,MS PowerPoint,MS PowerPoint,MS Outlook,MS Outlook,C,MS PowerPoint is used to create slide-based presentations.,MS PowerPoint का उपयोग स्लाइड-आधारित प्रस्तुतियाँ बनाने के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
What is the function of the 'Ctrl+Z' shortcut key?,'Ctrl+Z' शॉर्टकट कुंजी का कार्य क्या है?,Redo,Redo,Undo,Undo,Cut,Cut,Paste,Paste,B,Ctrl+Z is used to undo the last action performed in most applications.,Ctrl+Z का उपयोग अधिकांश एप्लिकेशन में किए गए अंतिम क्रिया को पूर्ववत करने के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
Which MS Office application is used to manage emails and calendars?,ईमेल और कैलेंडर प्रबंधित करने के लिए किस MS Office एप्लिकेशन का उपयोग किया जाता है?,MS Word,MS Word,MS Excel,MS Excel,MS PowerPoint,MS PowerPoint,MS Outlook,MS Outlook,D,"MS Outlook is used to manage emails, calendars, and contacts.","MS Outlook का उपयोग ईमेल, कैलेंडर और संपर्कों को प्रबंधित करने के लिए किया जाता है.",Computer Science,कंप्यूटर विज्ञान,MS Office,एमएस ऑफिस,Easy,1,0.25
What is a computer virus?,कंप्यूटर वायरस क्या है?,A malicious program that can replicate and spread,एक दुर्भावनापूर्ण प्रोग्राम जो खुद को दोहरा और फैला सकता है,A type of hardware component,एक प्रकार का हार्डवेयर घटक,A type of software license,एक प्रकार का सॉफ्टवेयर लाइसेंस,A network protocol,एक नेटवर्क प्रोटोकॉल,A,"A computer virus is a malicious program designed to replicate itself and spread to other systems, often causing harm.","कंप्यूटर वायरस एक दुर्भावनापूर्ण प्रोग्राम है जो खुद को दोहराने और अन्य प्रणालियों में फैलने के लिए डिज़ाइन किया गया है, जो अक्सर नुकसान पहुंचाता है.",Computer Science,कंप्यूटर विज्ञान,Computer Security,कंप्यूटर सुरक्षा,Easy,1,0.25
What is the purpose of antivirus software?,एंटीवायरस सॉफ्टवेयर का उद्देश्य क्या है?,To detect and remove malicious software,दुर्भावनापूर्ण सॉफ्टवेयर का पता लगाना और उसे हटाना,To create documents,दस्तावेज़ बनाना,To browse the internet,इंटरनेट ब्राउज़ करना,To edit images,छवियों को संपादित करना,A,"Antivirus software is designed to detect, prevent, and remove malicious software (malware) from a computer.","एंटीवायरस सॉफ्टवेयर कंप्यूटर से दुर्भावनापूर्ण सॉफ्टवेयर (मैलवेयर) का पता लगाने, रोकने और हटाने के लिए डिज़ाइन किया गया है.",Computer Science,कंप्यूटर विज्ञान,Computer Security,कंप्यूटर सुरक्षा,Easy,1,0.25
What is 'phishing' in the context of internet security?,इंटरनेट सुरक्षा के संदर्भ में 'फिशिंग' क्या है?,A fraudulent attempt to obtain sensitive information by disguising as a trustworthy entity,एक विश्वसनीय इकाई के रूप में प्रस्तुत होकर संवेदनशील जानकारी प्राप्त करने का एक धोखाधड़ी प्रयास,A type of computer hardware,एक प्रकार का कंप्यूटर हार्डवेयर,A method of encrypting files,फाइलों को एन्क्रिप्ट करने की एक विधि,A programming technique,एक प्रोग्रामिंग तकनीक,A,Phishing is a fraudulent attempt to obtain sensitive information such as passwords by pretending to be a trustworthy source.,फिशिंग एक विश्वसनीय स्रोत होने का दिखावा करके पासवर्ड जैसी संवेदनशील जानकारी प्राप्त करने का एक धोखाधड़ी प्रयास है.,Computer Science,कंप्यूटर विज्ञान,Computer Security,कंप्यूटर सुरक्षा,Medium,1,0.25
What is a firewall used for?,फ़ायरवॉल का उपयोग किसके लिए किया जाता है?,To monitor and control incoming and outgoing network traffic,आने वाले और जाने वाले नेटवर्क ट्रैफिक की निगरानी और नियंत्रण करना,To increase internet speed,इंटरनेट की गति बढ़ाना,To create backups,बैकअप बनाना,To edit documents,दस्तावेज़ संपादित करना,A,A firewall monitors and controls incoming and outgoing network traffic based on security rules.,एक फ़ायरवॉल सुरक्षा नियमों के आधार पर आने वाले और जाने वाले नेटवर्क ट्रैफिक की निगरानी और नियंत्रण करता है.,Computer Science,कंप्यूटर विज्ञान,Computer Security,कंप्यूटर सुरक्षा,Medium,1,0.25
What is malware?,मैलवेयर क्या है?,Software designed to harm or exploit computer systems,कंप्यूटर सिस्टम को नुकसान पहुंचाने या उसका शोषण करने के लिए डिज़ाइन किया गया सॉफ्टवेयर,A type of hardware upgrade,एक प्रकार का हार्डवेयर अपग्रेड,A programming language,एक प्रोग्रामिंग भाषा,An email service,एक ईमेल सेवा,A,"Malware is malicious software designed to harm, exploit, or gain unauthorized access to computer systems.","मैलवेयर दुर्भावनापूर्ण सॉफ्टवेयर है जो कंप्यूटर सिस्टम को नुकसान पहुंचाने, शोषण करने या अनधिकृत पहुंच प्राप्त करने के लिए डिज़ाइन किया गया है.",Computer Science,कंप्यूटर विज्ञान,Computer Security,कंप्यूटर सुरक्षा,Easy,1,0.25
What is the purpose of a strong password?,एक मजबूत पासवर्ड का उद्देश्य क्या है?,To protect accounts from unauthorized access,खातों को अनधिकृत पहुंच से बचाना,To increase computer speed,कंप्यूटर की गति बढ़ाना,To improve internet connectivity,इंटरनेट कनेक्टिविटी में सुधार करना,To reduce file size,फ़ाइल का आकार कम करना,A,A strong password helps protect accounts and data from unauthorized access and hacking attempts.,एक मजबूत पासवर्ड खातों और डेटा को अनधिकृत पहुंच और हैकिंग प्रयासों से बचाने में मदद करता है.,Computer Science,कंप्यूटर विज्ञान,Computer Security,कंप्यूटर सुरक्षा,Easy,1,0.25
What is the full form of USB?,USB का पूर्ण रूप क्या है?,Universal Serial Bus,Universal Serial Bus,United Serial Bus,United Serial Bus,Universal System Bus,Universal System Bus,Unified Serial Bus,Unified Serial Bus,A,"USB stands for Universal Serial Bus, a standard for connecting devices to a computer.","USB का अर्थ है Universal Serial Bus, जो कंप्यूटर से उपकरणों को जोड़ने के लिए एक मानक है.",Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Easy,1,0.25
What is the full form of PDF?,PDF का पूर्ण रूप क्या है?,Portable Document Format,Portable Document Format,Personal Document File,Personal Document File,Portable Data File,Portable Data File,Public Document Format,Public Document Format,A,"PDF stands for Portable Document Format, a file format for documents.","PDF का अर्थ है Portable Document Format, जो दस्तावेज़ों के लिए एक फ़ाइल प्रारूप है.",Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Easy,1,0.25
What is the full form of GUI?,GUI का पूर्ण रूप क्या है?,Graphical User Interface,Graphical User Interface,General User Interface,General User Interface,Graphical Unit Interface,Graphical Unit Interface,Generic User Interface,Generic User Interface,A,"GUI stands for Graphical User Interface, allowing users to interact with devices through graphical elements.","GUI का अर्थ है Graphical User Interface, जो उपयोगकर्ताओं को ग्राफिकल तत्वों के माध्यम से उपकरणों के साथ बातचीत करने की अनुमति देता है.",Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Easy,1,0.25
What is the full form of CD-ROM?,CD-ROM का पूर्ण रूप क्या है?,Compact Disc Read Only Memory,Compact Disc Read Only Memory,Compact Disc Random Only Memory,Compact Disc Random Only Memory,Compact Data Read Only Memory,Compact Data Read Only Memory,Compact Disc Read Output Memory,Compact Disc Read Output Memory,A,"CD-ROM stands for Compact Disc Read Only Memory, a storage medium.","CD-ROM का अर्थ है Compact Disc Read Only Memory, जो एक भंडारण माध्यम है.",Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Medium,1,0.25
What is the full form of PNG?,PNG का पूर्ण रूप क्या है?,Portable Network Graphics,Portable Network Graphics,Personal Network Graphics,Personal Network Graphics,Public Network Graphics,Public Network Graphics,Portable New Graphics,Portable New Graphics,A,"PNG stands for Portable Network Graphics, an image file format.","PNG का अर्थ है Portable Network Graphics, जो एक छवि फ़ाइल प्रारूप है.",Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Medium,1,0.25
What is the full form of VIRUS in computing context?,कंप्यूटिंग संदर्भ में VIRUS का पूर्ण रूप क्या है?,Vital Information Resource Under Siege,Vital Information Resource Under Siege,Virtual Information Resource Under System,Virtual Information Resource Under System,Very Important Resource Under Siege,Very Important Resource Under Siege,Virtual Internet Resource Utility System,Virtual Internet Resource Utility System,A,VIRUS is commonly expanded as Vital Information Resource Under Siege in computing terminology.,VIRUS को कंप्यूटिंग शब्दावली में सामान्यतः Vital Information Resource Under Siege के रूप में विस्तारित किया जाता है.,Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Hard,1,0.25
What is the full form of HTML?,HTML का पूर्ण रूप क्या है?,HyperText Markup Language,HyperText Markup Language,High Text Markup Language,High Text Markup Language,HyperText Modern Language,HyperText Modern Language,HyperText Making Language,HyperText Making Language,A,"HTML stands for HyperText Markup Language, used to create web pages.","HTML का अर्थ है HyperText Markup Language, जिसका उपयोग वेब पेज बनाने के लिए किया जाता है.",Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Easy,1,0.25
What is the full form of GIF?,GIF का पूर्ण रूप क्या है?,Graphics Interchange Format,Graphics Interchange Format,General Image Format,General Image Format,Graphical Internet Format,Graphical Internet Format,Graphics Internal Format,Graphics Internal Format,A,"GIF stands for Graphics Interchange Format, a bitmap image format.","GIF का अर्थ है Graphics Interchange Format, जो एक बिटमैप छवि प्रारूप है.",Computer Science,कंप्यूटर विज्ञान,Abbreviations,संक्षिप्त रूप,Medium,1,0.25
Which data structure works on the principle of LIFO (Last In First Out)?,कौन सी डेटा संरचना LIFO (Last In First Out) के सिद्धांत पर काम करती है?,Queue,Queue,Stack,Stack,Array,Array,Linked List,Linked List,B,"A stack works on the LIFO principle, where the last element added is the first to be removed.","एक स्टैक LIFO सिद्धांत पर काम करता है, जहां अंतिम जोड़ा गया तत्व सबसे पहले हटाया जाता है.",Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचना,Medium,1,0.25
Which data structure works on the principle of FIFO (First In First Out)?,कौन सी डेटा संरचना FIFO (First In First Out) के सिद्धांत पर काम करती है?,Stack,Stack,Queue,Queue,Tree,Tree,Graph,Graph,B,"A queue works on the FIFO principle, where the first element added is the first to be removed.","एक कतार (queue) FIFO सिद्धांत पर काम करती है, जहां सबसे पहले जोड़ा गया तत्व सबसे पहले हटाया जाता है.",Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचना,Medium,1,0.25
Which of the following is a linear data structure?,निम्नलिखित में से कौन सी एक रैखिक डेटा संरचना है?,Tree,Tree,Graph,Graph,Array,Array,Hash Table,Hash Table,C,An array is a linear data structure where elements are stored in contiguous memory locations.,एक ऐरे एक रैखिक डेटा संरचना है जहां तत्वों को सन्निहित मेमोरी स्थानों में संग्रहीत किया जाता है.,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचना,Medium,1,0.25
What is the time complexity of binary search on a sorted array of n elements?,n तत्वों की एक सॉर्टेड ऐरे पर बाइनरी सर्च की समय जटिलता क्या है?,O(n),O(n),O(log n),O(log n),O(n^2),O(n^2),O(1),O(1),B,Binary search has a time complexity of O(log n) because it halves the search space each time.,बाइनरी सर्च की समय जटिलता O(log n) होती है क्योंकि यह हर बार खोज स्थान को आधा कर देता है.,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचना,Hard,1,0.25
Which sorting algorithm is generally considered the fastest for large datasets on average?,बड़े डेटासेट के लिए औसतन कौन सा सॉर्टिंग एल्गोरिथ्म आमतौर पर सबसे तेज़ माना जाता है?,Bubble Sort,Bubble Sort,Quick Sort,Quick Sort,Selection Sort,Selection Sort,Insertion Sort,Insertion Sort,B,"Quick Sort has an average time complexity of O(n log n) and is generally faster than Bubble, Selection, and Insertion sort for large datasets.","क्विक सॉर्ट की औसत समय जटिलता O(n log n) है और यह बड़े डेटासेट के लिए बबल, सिलेक्शन और इंसर्शन सॉर्ट से आमतौर पर तेज़ है.",Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचना,Hard,1,0.25
What does a linked list consist of?,एक लिंक्ड लिस्ट किससे बनी होती है?,Nodes containing data and a reference to the next node,नोड्स जिनमें डेटा और अगले नोड का संदर्भ होता है,Only data values in contiguous memory,केवल सन्निहित मेमोरी में डेटा मान,Fixed-size arrays only,केवल निश्चित आकार की सरणियाँ,Rows and columns,पंक्तियाँ और स्तंभ,A,A linked list consists of nodes where each node contains data and a reference (link) to the next node in the sequence.,एक लिंक्ड लिस्ट नोड्स से बनी होती है जहां प्रत्येक नोड में डेटा और अनुक्रम में अगले नोड का संदर्भ (लिंक) होता है.,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचना,Medium,1,0.25
Which language is primarily used to style web pages?,वेब पेजों को स्टाइल करने के लिए मुख्य रूप से किस भाषा का उपयोग किया जाता है?,HTML,HTML,CSS,CSS,Java,Java,SQL,SQL,B,CSS (Cascading Style Sheets) is used to style and format the layout of web pages.,CSS (Cascading Style Sheets) का उपयोग वेब पेजों के लेआउट को स्टाइल और प्रारूपित करने के लिए किया जाता है.,Computer Science,कंप्यूटर विज्ञान,Web Technologies,वेब तकनीक,Easy,1,0.25
Which of the following is a client-side scripting language?,निम्नलिखित में से कौन सी एक क्लाइंट-साइड स्क्रिप्टिंग भाषा है?,PHP,PHP,JavaScript,JavaScript,SQL,SQL,Python,Python,B,JavaScript is a client-side scripting language that runs in the user's web browser.,जावास्क्रिप्ट एक क्लाइंट-साइड स्क्रिप्टिंग भाषा है जो उपयोगकर्ता के वेब ब्राउज़र में चलती है.,Computer Science,कंप्यूटर विज्ञान,Web Technologies,वेब तकनीक,Medium,1,0.25
"What does the acronym 'URL' typically end with in most website addresses (e.g. .com, .org)?","अधिकांश वेबसाइट पतों में 'URL' आमतौर पर किसके साथ समाप्त होता है (जैसे .com, .org)?",Protocol,Protocol,Domain Extension,डोमेन एक्सटेंशन,IP Address,IP पता,Port Number,पोर्ट नंबर,B,"Website addresses typically end with a domain extension like .com, .org, or .net.","वेबसाइट पते आमतौर पर .com, .org, या .net जैसे डोमेन एक्सटेंशन के साथ समाप्त होते हैं.",Computer Science,कंप्यूटर विज्ञान,Web Technologies,वेब तकनीक,Medium,1,0.25
Which HTML tag is used to create a hyperlink?,हाइपरलिंक बनाने के लिए किस HTML टैग का उपयोग किया जाता है?,<link>,<link>,<a>,<a>,<href>,<href>,<hlink>,<hlink>,B,The <a> (anchor) tag is used in HTML to create hyperlinks.,HTML में हाइपरलिंक बनाने के लिए <a> (एंकर) टैग का उपयोग किया जाता है.,Computer Science,कंप्यूटर विज्ञान,Web Technologies,वेब तकनीक,Medium,1,0.25
Which company developed the Windows operating system?,किस कंपनी ने विंडोज ऑपरेटिंग सिस्टम विकसित किया?,Apple,Apple,Microsoft,Microsoft,Google,Google,IBM,IBM,B,Microsoft developed the Windows operating system.,माइक्रोसॉफ्ट ने विंडोज ऑपरेटिंग सिस्टम विकसित किया.,Computer Science,कंप्यूटर विज्ञान,Computer History,कंप्यूटर इतिहास,Easy,1,0.25
Who founded Microsoft?,माइक्रोसॉफ्ट की स्थापना किसने की?,Steve Jobs,Steve Jobs,Bill Gates,Bill Gates,Mark Zuckerberg,Mark Zuckerberg,Larry Page,Larry Page,B,Bill Gates co-founded Microsoft along with Paul Allen in 1975.,बिल गेट्स ने 1975 में पॉल एलन के साथ मिलकर माइक्रोसॉफ्ट की सह-स्थापना की.,Computer Science,कंप्यूटर विज्ञान,Computer History,कंप्यूटर इतिहास,Easy,1,0.25
Which company developed the Android operating system?,किस कंपनी ने एंड्रॉइड ऑपरेटिंग सिस्टम विकसित किया?,Apple,Apple,Microsoft,Microsoft,Google,Google,Samsung,Samsung,C,"Google developed the Android operating system, widely used in smartphones.","गूगल ने एंड्रॉइड ऑपरेटिंग सिस्टम विकसित किया, जो स्मार्टफोन में व्यापक रूप से उपयोग किया जाता है.",Computer Science,कंप्यूटर विज्ञान,Computer History,कंप्यूटर इतिहास,Easy,1,0.25
Who is the founder of Apple Inc.?,एप्पल इंक. के संस्थापक कौन हैं?,Bill Gates,Bill Gates,Steve Jobs,Steve Jobs,Larry Page,Larry Page,Jeff Bezos,Jeff Bezos,B,Steve Jobs co-founded Apple Inc. along with Steve Wozniak in 1976.,स्टीव जॉब्स ने 1976 में स्टीव वोज्नियाक के साथ मिलकर एप्पल इंक. की सह-स्थापना की.,Computer Science,कंप्यूटर विज्ञान,Computer History,कंप्यूटर इतिहास,Easy,1,0.25
