question,question_hi,option_a,option_a_hi,option_b,option_b_hi,option_c,option_c_hi,option_d,option_d_hi,correct_answer,explanation,explanation_hi,subject,subject_hi,topic,topic_hi,difficulty,marks,negative_marks
"In 40 L of a mixture, the ratio of milk to water is 3 : 2. On replacing 10 L of the mixture with 10 L of milk, the ratio of milk to water in the new mixture will be:","एक मिश्रण के 40 L में, दूध और पानी का अनुपात 3 : 2 है। 10 L मिश्रण को 10 L दूध से प्रतिस्थापित करने पर नए मिश्रण में दूध और पानी का अनुपात निम्न होगा:",7 : 4,7 : 4,5 : 2,5 : 2,7 : 3,7 : 3,5 : 4,5 : 4,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"In a 500-metre race between Bhavana and Jugnu, Bhavana starts running 125 metres ahead of Jugnu, yet Jugnu reaches the finish line first, 75 metres ahead of Bhavana, and wins the race. What is the ratio of the speeds of Jugnu and Bhavana?","भावना और जुगनू के बीच 500 मीटर की एक रेस में भावना, जुगनू से 125 मीटर आगे से दौड़ना शुरू करती है, फिर भी जुगनू रेस के अंतिम बिंदु पर, भावना से 75 मीटर आगे रहते हुए, पहले पहुंचकर रेस जीत लेता है। जुगनू और भावना की चालों का अनुपात क्या है?",3 : 4,3 : 4,4 : 3,4 : 3,5 : 3,5 : 3,3 : 5,3 : 5,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate synonym of the given word.

Resurrect","दिए गए शब्द का सबसे उपयुक्त समानार्थी चुनें।

Resurrect (पुनर्जीवित करना)",Suppress,Suppress (दबाना),Drag,Drag (घसीटना),Assure,Assure (आश्वस्त करना),Recharge,Recharge (फिर से ऊर्जा देना),option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the option that can be used as a one-word substitute for the given group of words.

A group of artists, dancers or acrobats","दिए गए शब्द-समूह के लिए एक शब्द के रूप में प्रयुक्त होने वाला विकल्प चुनें।

कलाकारों, नर्तकों या कलाबाज़ों का एक समूह",Shoal,Shoal (मछलियों का झुंड),Troupe,Troupe (कलाकारों की मंडली),Union,Union (संघ),Swarm,Swarm (कीटों का झुंड),option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate ANTONYM of the given word.
Plentiful","दिए गए शब्द का सबसे उपयुक्त विलोम चुनें।
Plentiful (प्रचुर)",Abundant,Abundant (प्रचुर),Lots,Lots (बहुत अधिक),Scary,Scary (डरावना),Scarce,Scarce (दुर्लभ/अल्प),option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate option to substitute the underlined segment in the given sentence.

<u>Newton found out that</u> the force of gravitation makes the apples fall.","दिए गए वाक्य के रेखांकित अंश के स्थान पर सबसे उपयुक्त विकल्प चुनें।

<u>Newton found out that</u> the force of gravitation makes the apples fall.
हिंदी अर्थ: न्यूटन ने पता लगाया कि गुरुत्वाकर्षण बल के कारण सेब गिरते हैं।",Newton studying that,Newton studying that (न्यूटन अध्ययन करते हुए कि),Newton discovered that,Newton discovered that (न्यूटन ने खोज की कि),Newton registered that,Newton registered that (न्यूटन ने दर्ज किया कि),Newton finding that,Newton finding that (न्यूटन पता लगाते हुए कि),option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Select the INCORRECTLY spelt word.,गलत वर्तनी वाला शब्द चुनें।,Foreigner,Foreigner (विदेशी),Fragrance,Fragrance (सुगंध),Exceptionable,Exceptionable (आपत्तिजनक),Commisson,Commisson (कमीशन; मूल विकल्प की वर्तनी),option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the option that can be used as a one-word substitute for the underlined group of words in the following sentence.

The <u>bees kept</u> near the kindergarten caused much ado among the parent community.","निम्नलिखित वाक्य के रेखांकित शब्द-समूह के लिए एक शब्द के रूप में प्रयुक्त होने वाला विकल्प चुनें।

The <u>bees kept</u> near the kindergarten caused much ado among the parent community.
हिंदी अर्थ: किंडरगार्टन के पास रखी गई मधुमक्खियों के कारण अभिभावकों के बीच बहुत हलचल हुई।",asylum,asylum (शरणस्थल),apiary,apiary (मधुमक्खी पालन स्थल),decanter,decanter (पेय रखने का पात्र),aviary,aviary (पक्षीशाला),option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate collocation to fill in the blank.
I will _____ next week from my busy schedule.","रिक्त स्थान भरने के लिए सबसे उपयुक्त शब्द-संयोजन चुनें।
I will _____ next week from my busy schedule.
हिंदी अर्थ: मैं अगले सप्ताह अपने व्यस्त कार्यक्रम से _____।",fill break,fill break (विराम भरना),on vacation,on vacation (छुट्टी पर),take a break,take a break (विराम लेना),be break,be break (विराम होना),option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Identify the erroneous part in the given sentence and select the most appropriate option to ensure a meaningful sentence.

The feud escalated to the next generation as the fighting for the family estate continued.","दिए गए वाक्य में त्रुटिपूर्ण अंश पहचानें और वाक्य को अर्थपूर्ण बनाने के लिए सबसे उपयुक्त विकल्प चुनें।

The feud escalated to the next generation as the fighting for the family estate continued.
हिंदी अर्थ: पारिवारिक संपत्ति के लिए लड़ाई जारी रहने के कारण विवाद अगली पीढ़ी तक बढ़ गया।",The feud escalated to the next generation as the fight over the family estate continued.,पारिवारिक संपत्ति को लेकर लड़ाई जारी रहने के कारण विवाद अगली पीढ़ी तक बढ़ गया।,The feud escalated to the next generation as the fighting about the family estate continued.,पारिवारिक संपत्ति के बारे में लड़ाई जारी रहने के कारण विवाद अगली पीढ़ी तक बढ़ गया।,The feud escalates to the next generation as the fighting about the family estate continued.,"पारिवारिक संपत्ति के बारे में लड़ाई जारी रही, इसलिए विवाद अगली पीढ़ी तक बढ़ता है।",The feud escalated to the next generation as the fight for the family estate continued.,पारिवारिक संपत्ति के लिए लड़ाई जारी रहने के कारण विवाद अगली पीढ़ी तक बढ़ गया।,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the option that expresses the given sentence in active voice.

The question papers printed for the examinations by the departments were safely locked by the office staff.","दिए गए वाक्य को कर्तृवाच्य में व्यक्त करने वाला विकल्प चुनें।

The question papers printed for the examinations by the departments were safely locked by the office staff.
हिंदी अर्थ: विभागों द्वारा परीक्षाओं के लिए छपवाए गए प्रश्नपत्र कार्यालय कर्मचारियों द्वारा सुरक्षित रूप से ताले में बंद किए गए।",The question papers printed were safely locked for the examinations by the departments.,छपे प्रश्नपत्र विभागों द्वारा परीक्षाओं के लिए सुरक्षित रूप से ताले में बंद किए गए।,The departments locked the question papers printed for the examinations by the office staff.,विभागों ने कार्यालय कर्मचारियों द्वारा परीक्षाओं के लिए छपवाए गए प्रश्नपत्र ताले में बंद किए।,The office staff safely locked the question papers printed by the departments for the examinations.,कार्यालय कर्मचारियों ने विभागों द्वारा परीक्षाओं के लिए छपवाए गए प्रश्नपत्र सुरक्षित रूप से ताले में बंद किए।,The departments printed the question papers to be locked by the office staff.,विभागों ने कार्यालय कर्मचारियों द्वारा ताले में बंद किए जाने के लिए प्रश्नपत्र छापे।,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the option that expresses the given sentence in passive voice.

The mistress appointed him monitor.","दिए गए वाक्य को कर्मवाच्य में व्यक्त करने वाला विकल्प चुनें।

The mistress appointed him monitor.
हिंदी अर्थ: अध्यापिका ने उसे मॉनिटर नियुक्त किया।",He appointed mistress as monitor.,उसने अध्यापिका को मॉनिटर नियुक्त किया।,He had been appointed as monitor.,उसे मॉनिटर नियुक्त किया गया था।,He was appointed monitor by the mistress.,उसे अध्यापिका द्वारा मॉनिटर नियुक्त किया गया।,Monitor had been appointed as mistress.,मॉनिटर को अध्यापिका नियुक्त किया गया था।,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate ANTONYM of the given word.
Spiritual","दिए गए शब्द का सबसे उपयुक्त विलोम चुनें।
Spiritual (आध्यात्मिक)",Aesthetic,Aesthetic (सौंदर्यपरक),Virtuous,Virtuous (सदाचारी),Irreverent,Irreverent (अश्रद्धालु),Sensuous,Sensuous (इंद्रियपरक),option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate ANTONYM of the word ‘PROCEEDING’ from the given sentence.

Dolokhov halted when he noticed the black shape of a guy crossing the road and asked where the commander and officers were.","दिए गए वाक्य से ‘PROCEEDING’ (आगे बढ़ना) शब्द का सबसे उपयुक्त विलोम चुनें।

Dolokhov halted when he noticed the black shape of a guy crossing the road and asked where the commander and officers were.
हिंदी अर्थ: सड़क पार करते एक व्यक्ति की काली आकृति देखकर दोलोखोव रुक गया और उसने पूछा कि कमांडर और अधिकारी कहाँ थे।",Halted,Halted (रुक गया),Shape,Shape (आकृति),Asked,Asked (पूछा),Crossing,Crossing (पार करना),option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the option that expresses the given sentence in passive voice.

The rules forbid passengers to cross the railway bridge.","दिए गए वाक्य को कर्मवाच्य में व्यक्त करने वाला विकल्प चुनें।

The rules forbid passengers to cross the railway bridge.
हिंदी अर्थ: नियम यात्रियों को रेलवे पुल पार करने से मना करते हैं।",Passengers are forbidden by the rules to cross the railway bridge.,यात्रियों को नियमों द्वारा रेलवे पुल पार करने से मना किया जाता है।,Railway bridge is forbidden for the passengers to cross.,रेलवे पुल यात्रियों के पार करने के लिए निषिद्ध है।,Forbidden are the passengers to cross the railway bridge.,यात्रियों को रेलवे पुल पार करने से मना किया गया है।,"Forbidden by the rules, the passengers cannot cross railway bridge.",नियमों द्वारा निषिद्ध होने के कारण यात्री रेलवे पुल पार नहीं कर सकते।,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate meaning of the given idiom.

Sitting shotgun","दिए गए मुहावरे का सबसे उपयुक्त अर्थ चुनें।

Sitting shotgun",Someone who is cherished above all others,कोई जो अन्य सभी से अधिक प्रिय हो,Someone who is left-handed,कोई जो बाएँ हाथ से काम करता हो,Riding in the front passenger seat of a car,कार की आगे वाली यात्री सीट पर बैठकर यात्रा करना,A scamp,एक शरारती व्यक्ति,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the option that can be used as a one-word substitute for the given group of words.

Something that happens often or that lasts for a long time","दिए गए शब्द-समूह के लिए एक शब्द के रूप में प्रयुक्त होने वाला विकल्प चुनें।

कुछ ऐसा जो अक्सर होता हो या लंबे समय तक बना रहता हो",Perennial,Perennial (चिरस्थायी),Fleeting,Fleeting (क्षणिक),Dated,Dated (पुराना पड़ चुका),Archaic,Archaic (पुरातन),option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate meaning of the given idiom.
The ball is in your court","दिए गए मुहावरे का सबसे उपयुक्त अर्थ चुनें।
The ball is in your court",To refuse entry to some prohibited places,कुछ निषिद्ध स्थानों में प्रवेश से मना करना,To refer to the person who is responsible for the next move,अगला कदम उठाने के लिए जिम्मेदार व्यक्ति की ओर संकेत करना,To take care of the passing time,बीतते समय का ध्यान रखना,To teach how to reach perfection,पूर्णता तक पहुँचने का तरीका सिखाना,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the option that can be used as a one-word substitute for the given group of words.

Study of the change in number of births, deaths, diseases etc in a community over a period of time","दिए गए शब्द-समूह के लिए एक शब्द के रूप में प्रयुक्त होने वाला विकल्प चुनें।

समय की एक अवधि में किसी समुदाय में जन्मों, मृत्युओं, रोगों आदि की संख्या में बदलाव का अध्ययन",Demography,Demography (जनसांख्यिकी),Density,Density (घनत्व),History,History (इतिहास),Sociology,Sociology (समाजशास्त्र),option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Select the INCORRECTLY spelt word.,गलत वर्तनी वाला शब्द चुनें।,Arrangement,Arrangement (व्यवस्था),Acceptable,Acceptable (स्वीकार्य),Accomodation,Accomodation (आवास; मूल विकल्प की वर्तनी),Allotment,Allotment (आवंटन),option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate option that can substitute the underlined segment in the given sentence.
A person who hates all mankind <u>is called a philanthropist.</u>","दिए गए वाक्य के रेखांकित अंश को प्रतिस्थापित करने वाला सबसे उपयुक्त विकल्प चुनें।
A person who hates all mankind <u>is called a philanthropist.</u>
हिंदी अर्थ: समस्त मानवजाति से घृणा करने वाला व्यक्ति परोपकारी कहलाता है।",is called an egoist,अहंवादी कहलाता है,is called a misanthrope,मानवद्वेषी कहलाता है,is called an insolvent,दिवालिया कहलाता है,is called a bipolar,द्विध्रुवी कहलाता है,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Select the most appropriate synonym of the given word.

Gobble","दिए गए शब्द का सबसे उपयुक्त समानार्थी चुनें।

Gobble (जल्दी-जल्दी निगलना)",Spit,Spit (थूकना),Smack,Smack (चटखारा लेना/थप्पड़ मारना),Gulp,Gulp (गटकना),Greet,Greet (अभिवादन करना),option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Select the most appropriate option to fill in blank number 1.,रिक्त स्थान संख्या 1 भरने के लिए सबसे उपयुक्त विकल्प चुनें।,Entreats,Entreats (विनती करता है),Treats,Treats (व्यवहार करता है),Requests,Requests (अनुरोध करता है),Commands,Commands (आदेश देता है),option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Select the most appropriate option to fill in blank number 2.,रिक्त स्थान संख्या 2 भरने के लिए सबसे उपयुक्त विकल्प चुनें।,impose,impose (थोपना),take,take (लेना),do,do (करना),make,make (बनाना),option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Select the most appropriate option to fill in blank number 3.,रिक्त स्थान संख्या 3 भरने के लिए सबसे उपयुक्त विकल्प चुनें।,speak on,speak on (पर बोलना),forge,forge (गढ़ना),assault,assault (हमला करना),forgive,forgive (क्षमा करना),option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Select the most appropriate option to fill in blank number 4.,रिक्त स्थान संख्या 4 भरने के लिए सबसे उपयुक्त विकल्प चुनें।,asset,asset (संपत्ति),pressure,pressure (दबाव),victory,victory (विजय),vacuum,vacuum (निर्वात),option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Select the most appropriate option to fill in blank number 5.,रिक्त स्थान संख्या 5 भरने के लिए सबसे उपयुक्त विकल्प चुनें।,taught,taught (सिखाया),asked,asked (प्रार्थना की/पूछा),seeded,seeded (बीज बोया),served,served (सेवा की),option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Name the first Indian woman to win two Olympic medals.,दो ओलंपिक पदक जीतने वाली पहली भारतीय महिला का नाम बताएं।,Mirabai Chanu,मीराबाई चानू,Lovlina Borgohain,लवलीना बोरगोहेन,P V Sindhu,पी वी सिंधु,Anshu Malik,अंशु मलिक,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which of the following rulers of the Tuluva dynasty was the author of 'Amuktamalyada'?,तुलुव राजवंश के निम्नलिखित शासकों में से 'अमुक्तमाल्यद' का लेखक कौन था?,Achyuta Raya,अच्युत राय,Krishnadevaraya,कृष्णदेवराय,Tuluva Narasa Nayaka,तुलुव नरस नायक,Sadashiva Raya,सदाशिव राय,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
How many storeys are there in the Qutb Minar?,कुतुब मीनार में कितनी मंजिलें मौजूद हैं?,3,3,6,6,5,5,4,4,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
________ was awarded the Nobel Peace Prize in 1970 for his contribution to agricultural development and solving the world's food problem at that time.,________ को 1970 में कृषि विकास में उनके योगदान और उस समय की विश्व खाद्य समस्या को हल करने के लिए नोबेल शांति पुरस्कार दिया गया।,Dr. Norman Borlaug,डॉ. नॉर्मन बोरलॉग,Dr. William Gaud,डॉ. विलियम गॉड,Dr. Norman Rockefeller,डॉ. नॉर्मन रॉकफेलर,Dr. William Borlaug,डॉ. विलियम बोरलॉग,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Who won the silver medal in the German Open 2022 badminton tournament?,जर्मन ओपन 2022 बैडमिंटन टूर्नामेंट में रजत पदक किसने जीता?,Varun Kapur,वरुण कपूर,Tasnim Mir,तस्नीम मीर,Rohan Gurbani,रोहन गुरबानी,Lakshya Sen,लक्ष्य सेन,option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which of the following Articles of the Constitution of India mentions the procedure by which any part of the Constitution can be amended?,भारत के संविधान के निम्नलिखित में से किस अनुच्छेद में उस प्रक्रिया का उल्लेख है जिसके द्वारा संविधान के किसी भी भाग में संशोधन किया जा सकता है?,Article 368,अनुच्छेद 368,Article 190,अनुच्छेद 190,Article 100,अनुच्छेद 100,Article 234,अनुच्छेद 234,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which of the following is NOT a basic feature of Hindu temples?,निम्नलिखित में से कौन सी हिंदू मंदिरों की मूलभूत विशेषता नहीं है?,Vimana,विमान,Mandapa,मंडप,Charbagh,चारबाग,Garbhagriha,गर्भगृह,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Which javelin star, a three-time Paralympic medallist (two gold and one silver), was honoured with the Padma Bhushan on 26 January 2022?",तीन बार के पैरालंपिक पदक विजेता (दो स्वर्ण और एक रजत) किस जेवलिन स्टार को 26 जनवरी 2022 को पद्म भूषण से सम्मानित किया गया?,Pramod Bhagat,प्रमोद भगत,Sumit Antil,सुमित अंतिल,Brahmanand Sankhwalkar,ब्रह्मानंद संखवालकर,Devendra Jhajharia,देवेंद्र झाझरिया,option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Urdu is the national language of Pakistan but for all practical purposes, ________ is considered the official language of Pakistan.","उर्दू पाकिस्तान की राष्ट्रीय भाषा है लेकिन सभी व्यावहारिक उद्देश्यों के लिए, ________ को पाकिस्तान की आधिकारिक भाषा माना जाता है।",Arabic,अरबी,English,अंग्रेज़ी,Hindi,हिन्दी,Saraiki,सराइकी,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"Which of the following carry out the distribution of microcredit?
(a) Scheduled commercial banks
(b) Self-help groups
(c) Cooperative banks
(d) Non-banking financial companies (NBFCs)","लघु-ऋण (microcredit) के वितरण का कार्य निम्न में से किनके द्वारा किया जाता है?
(a) अनुसूचित वाणिज्यिक बैंकों
(b) स्वयं सहायता समूहों
(c) सहकारी बैंकों
(d) गैर-बैंकिंग वित्तीय कंपनियों (NBFCs)",Both b and c,b और c दोनों,"All of a, b, c and d","a, b, c और d सभी",Both a and c,a और c दोनों,Only d,केवल d,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"After the introduction of economic reform policies in 1991, industrial licensing was NOT abolished in which of the following sectors?","1991 में आर्थिक सुधार नीतियों की शुरुआत के बाद, निम्नलिखित में से किस क्षेत्र में औद्योगिक लाइसेंसिंग को समाप्त नहीं किया गया था?",Cosmetics,कॉस्मेटिक्स,Beverages,पेय पदार्थ,Cigarettes,सिगरेट,Hosiery,होजरी,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"In the initial phase of the Green Revolution, hybrid seeds were used in which of the following crops?",हरित क्रांति के प्रारंभिक चरण में निम्नलिखित में से किस फसल में संकर बीजों का उपयोग किया गया था?,Pearl millet,बाजरा,Oilseeds,तिलहन,Wheat,गेहूँ,Maize,मकई,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Identify the element whose atomic number is 3.,उस तत्व की पहचान करें जिसका परमाणु क्रमांक 3 है।,Calcium,कैल्शियम,Sodium,सोडियम,Lithium,लीथियम,Magnesium,मैग्नीशियम,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which of the following courts can issue writs for the protection of fundamental rights?,निम्नलिखित में से कौन सा न्यायालय मौलिक अधिकारों के संरक्षण के लिए रिट जारी कर सकता है?,District Court,जिला न्यायालय,Subordinate Court,अधीनस्थ न्यायालय,Special Court,विशेष न्यायालय,High Court,उच्च न्यायालय,option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which medal did Mirabai Chanu win at the Singapore Weightlifting International on 25 February 2022?,मीराबाई चानू ने 25 फरवरी 2022 को सिंगापुर वेटलिफ्टिंग इंटरनेशनल में कौन सा पदक जीता?,Silver,रजत,Bronze,कांस्य,Gold,स्वर्ण,Platinum,प्लेटिनम,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which of the following ports in India is a landlocked port and is also well protected?,भारत में निम्नलिखित में से कौन सा बंदरगाह भूमिबद्ध (लैंडलॉक) बंदरगाह है और अच्छी तरह से संरक्षित भी है?,Visakhapatnam,विशाखापत्तनम,Mangalore,मंगलूरू,Kandla,कांडला,Chennai,चेन्नई,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Where is the famous Panch Mahal located?,प्रसिद्ध पंच महल कहाँ स्थित है?,Delhi,दिल्ली,Lucknow,लखनऊ,Fatehpur Sikri,फतेहपुर सीकरी,Varanasi,वाराणसी,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"In November 2021, the Finance Ministry approved an interest rate of ______ for 2020-21 on Employees' Provident Fund (EPF) deposits.","नवंबर 2021 में, वित्त मंत्रालय ने कर्मचारियों के भविष्य निधि (EPF) जमा पर 2020-21 के लिए ______ की ब्याज दर को मंजूरी दी।",7.25%,7.25%,8%,8%,8.5%,8.5%,7.5%,7.5%,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
The feature 'procedure established by law' in the Indian Constitution was borrowed from the constitution of which country?,"भारतीय संविधान की विशेषता ""विधि द्वारा स्थापित प्रक्रिया"" किस देश के संविधान से ली गई थी?",Japanese Constitution,जापानी संविधान,British Constitution,ब्रिटिश संविधान,French Constitution,फ्रांसीसी संविधान,Australian Constitution,ऑस्ट्रेलियाई संविधान,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"In January 2022, how many years did the Gram Ujala scheme complete?","जनवरी 2022 में, ग्राम उजाला योजना को कितने वर्ष पूरे हुए?",7 years,7 वर्ष,5 years,5 वर्ष,6 years,6 वर्ष,4 years,4 वर्ष,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
By which Act was dyarchy in the provinces abolished?,प्रांतों में द्वैध शासन व्यवस्था को किस अधिनियम द्वारा समाप्त किया गया?,"Indian Councils Act, 1909","भारतीय परिषद अधिनियम, 1909","Independence Act, 1947","स्वातंत्र्य अधिनियम, 1947","Government of India Act, 1919","भारत सरकार अधिनियम, 1919","Government of India Act, 1935","भारत सरकार अधिनियम, 1935",option_d,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"According to the Rabatak inscription, the third ruler of the Kushan dynasty was __________.",रबातक अभिलेख के अनुसार कुषाण वंश का तीसरा शासक __________ था।,Vashishka,वशिष्क,Kanishka,कनिष्क,Vima Kadphises,विम कडफिसेस,Kujula Kadphises,कुजुल कडफिसेस,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
The SAMRIDH scheme in India is designed for the growth of ______.,"भारत में समृद्ध (SAMRIDH) योजना, ______ की संवृद्धि के लिए डिजाइन की गई है।",Economic capacity of Scheduled Castes/Scheduled Tribes,अनुसूचित जातियों/अनुसूचित जनजातियों की आर्थिक क्षमता,Start-up accelerator ecosystem in India,भारत में स्टार्ट-अप एक्सीलेरेटर पारिस्थितिकी तंत्र,Economic capacity of women,महिलाओं की आर्थिक क्षमता,Economic capacity of BPL families,बीपीएल (BPL) परिवारों की आर्थिक क्षमता,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which book is commonly referred to by chemists as a collection of recommendations on organic chemical nomenclature published at irregular intervals by the International Union of Pure and Applied Chemistry (IUPAC)?,इंटरनेशनल यूनियन ऑफ प्योर एंड एप्लाइड केमिस्ट्री (IUPAC) द्वारा अनियमित अंतराल पर प्रकाशित कार्बनिक रासायनिक नामकरण पर सिफारिशों के संग्रह के रूप में रसायनज्ञों द्वारा आमतौर पर किस पुस्तक से संदर्भ लिया जाता है?,Blue Book,ब्लू बुक,Red Book,रेड बुक,Green Book,ग्रीन बुक,Orange Book,ऑरेंज बुक,option_a,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Who is the ICC Women's Cricketer of the Year 2021 declared by the International Cricket Council?,अंतर्राष्ट्रीय क्रिकेट परिषद द्वारा घोषित वर्ष 2021 की ICC महिला क्रिकेटर कौन हैं?,Tammy Beaumont,टैमी ब्यूमोंट,Smriti Mandhana,स्मृति मंधाना,Lizelle Lee,लिज़ेल ली,Alyssa Healy,एलिसा हीली,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
"In computer networking, MODEM stands for Modulation – Demodulation; the Modulation is the process of ______.
I. Converting digital data into analog data
II. Converting analog data into digital data","कंप्यूटर नेटवर्किंग में MODEM का पूर्ण रूप Modulation – Demodulation है; मॉड्यूलेशन ______ की प्रक्रिया है।
I. डिजिटल डेटा को एनालॉग डेटा में बदलना
II. एनालॉग डेटा को डिजिटल डेटा में बदलना",Only II,केवल II,Only I,केवल I,Both I and II,I और II दोनों,Neither I nor II,न तो I और न ही II,option_b,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
Which among the following is (1’s) complement of (1001)₂?,निम्नलिखित में से (1001)₂ का (1’s) पूरक कौन-सा है?,(0011)₂,(0011)₂,(1100)₂,(1100)₂,(0110)₂,(0110)₂,(1000)₂,(1000)₂,option_c,,,Computer Science and Information Technology,कंप्यूटर विज्ञान और सूचना प्रौद्योगिकी,,,,,
